,ASIN,GROUP,FORMAT,TITLE,AUTHOR,PUBLISHER,Description,Price,Rating
1435,1305271556,book,hardcover,Introduction to Psychology,James W. Kalat,Wadsworth Publishing,,,
1436,1250192455,book,hardcover,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,Flatiron Books,,,
1437,146659201X,book,hardcover,Conflict and Cooperation in Cyberspace: The Challenge to National Security,"Panayotis A Yannakogeorgos, Adam B Lowther",CRC Press,,,
1438,1605440140,book,hardcover,The Consultant with Pink Hair,Cal Harrison,RockBench Publishing Corp.,,,
1439,0385540396,book,hardcover,How to Be a Person in the World: Ask Polly's Guide Through the Paradoxes of Modern Life,Heather Havrilesky,Doubleday,,,
1440,0785215964,book,hardcover,"The Rock, the Road, and the Rabbi: My Journey into the Heart of Scriptural Faith and the Land Where It All Began","Kathie Lee Gifford, Rabbi Jason Sobel",Thomas Nelson,,,
1441,0393050696,book,hardcover,Gran Cocina Latina: The Food of Latin America,Maricel E. Presilla,W. W. Norton & Company," The 2013 James Beard Foundation Cookbook of the Year How to cook everything Latin American.Gran Cocina Latina unifies the vast culinary landscape of the Latin world, from Mexico to Argentina and all the Spanish-speaking countries of the Caribbean. In one volume it gives home cooks, armchair travelers, and curious chefs the first comprehensive collection of recipes from this region. An inquisitive historian and a successful restaurateur, Maricel E. Presilla has spent more than thirty years visiting each country personally. She’s gathered more than 500 recipes for the full range of dishes, from the foundational adobos and sofritos to empanadas and tamales to ceviches and moles to sancocho and desserts such as flan and tres leches cake. Detailed equipment notes, drink and serving suggestions, and color photographs of finished dishes are also included. This is a one-of-a-kind cookbook to be savored and read as much for the writing and information as for its introduction to heretofore unrevealed recipes. Two-color; 32 pages of color photographs; 75 line drawings",$43.75,4.5
1442,022648775X,book,hardcover,Reinventing Hollywood: How 1940s Filmmakers Changed Movie Storytelling,David Bordwell,University Of Chicago Press,,,
1443,0316211176,book,hardcover,Private Berlin,"James Patterson, Mark Sullivan","Little, Brown and Company",,,
1444,1566706335,book,hardcover,"Environmental Chemistry, Eighth Edition","Stanley Manahan, Stanley E. Manahan",CRC Press,,,
1445,1941368026,book,hardcover,Crossing In Time (Between Two Evils),"D. L. Orton, D. S. Taylor, Micah McDonald",Rocky Mountain Press,,,
1446,B00BJEE3PE,book,hardcover,The Spirit Well (Bright Empires),Stephen R. Lawhead,Thomas Nelson,,,
1447,1328791823,book,hardcover,Beren and LÃºthien,"J.R.R. Tolkien, Christopher Tolkien, Alan Lee",Houghton Mifflin Harcourt,,,
1448,0385754132,book,hardcover,When They Fade,Jeyn Roberts,Knopf Books for Young Readers,,,
1449,1250066115,book,hardcover,How Not to Die: Discover the Foods Scientifically Proven to Prevent and Reverse Disease,"Michael Greger, Gene Stone",Flatiron Books,,,
1450,1432831437,book,hardcover,"Murder, By George (A Veronica Walsh Mystery)",Jeanne Quigley,Five Star Publishing,,,
1451,1476770271,book,hardcover,I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,Jen Kirkman,Simon & Schuster,,,
1452,8817066672,book,hardcover,La terra delle storie. L'incantesimo dei desideri,Chris Colfer,Rizzoli,,,
1453,1101946598,book,hardcover,Life 3.0: Being Human in the Age of Artificial Intelligence,Max Tegmark,Knopf,,,
1454,0008155844,book,hardcover,The House Opposite (The Detective Club),"J. Jefferson Farjeon, H. R. F. Keating",Collins Crime Club,,,
1455,0571332323,book,hardcover,A Patient Fury (DC Childs mystery),Sarah Ward,Faber & Faber,,,
1456,0152024883,book,hardcover,I Ain't Gonna Paint No More! (Ala Notable Children's Books. Younger Readers (Awards)),"Karen Beaumont, David Catrow",HMH Books for Young Readers,,,
1457,9888341286,book,hardcover,Romeo & Juliet,"William Shakespeare, Lisbeth Zwerger, Anthea Bell",minedition,,,
1458,1400206782,book,hardcover,"A Warrior's Faith: Navy SEAL Ryan Job, a Life-Changing Firefight, and the Belief That Transformed His Life",Robert Vera,Thomas Nelson,,,
1459,1946540579,book,hardcover,A Penny for Your Thoughts: Poems of Love and Loss (Feelings Into Words),Sherrill S Cannon,"Strategic Book Publishing & Rights Agency, LLC",,,
1460,1408833700,book,hardcover,Pig's Foot: A Novel,"Carlos Acosta, Frank Wynne",Bloomsbury Publishing PLC," Oscar Mandinga, great-grandchild of the founders of a small hamlet of wooden shacks and red earth deep in the Cuban hinterland, is a sardonic teller of tales - some taller than others - of slavery, revolution, family secrets, love and identity, spanning four generations. One day Oscar Mandinga wakes to find himself utterly alone in the world. As the sole descendant of his family line he is not sure what to do or where he should go, but in the midst of this uncertainty, he holds fast to what his grandfather always told him: `No man knows who he is until he knows his past, the history of his country.' As Oscar sets out to find his ancestral village of Pata de Puerco and the meaning of the magical pig's-foot amulet he has inherited, the search for his country's hidden history becomes entangled with his search for the truth about himself. Ambitious in scope, yet intimate in tone, rippling with vitality and driven by passion, full of dark comedy, magical history and startling revelations, Pig's Foot is a dazzling evocation of Cuba's tumultuous history. It is a spellbinding accomplishment.",$14.11,3.6
1461,1501119982,book,hardcover,When Strangers Meet: How People You Don't Know Can Transform You (TED Books),Kio Stark,Simon & Schuster/ TED,,,
1462,940240824X,book,hardcover,"Mobile Gaming in Asia: Politics, Culture and Emerging Technologies (Mobile Communication in Asia: Local Insights, Global Implications)",Dal Yong Jin,Springer,,,
1463,0345435397,book,hardcover,Darth Maul: Shadow Hunter (Star Wars),Michael Reaves,LucasBooks,,,
1464,1138230669,book,hardcover,Tracking Color in Cinema and Art: Philosophy and Aesthetics,Edward Branigan,Routledge,,,
1465,0316274054,book,hardcover,"Filthy Rich: A Powerful Billionaire, the Sex Scandal that Undid Him, and All the Justice that Money Can Buy: The Shocking True Story of Jeffrey Epstein (Not Eligible for Ay)","James Patterson, John Connolly, Tim Malloy","Little, Brown and Company",,,
1466,0262035618,book,hardcover,Deep Learning (Adaptive Computation and Machine Learning series),"Ian Goodfellow, Yoshua Bengio, Aaron Courville",The MIT Press,,,
1467,052552049X,book,hardcover,The Common Good,Robert B. Reich,Knopf,,,
1468,3835306367,book,hardcover,"Â»Vernebelt, verdunkelt sind alle HirneÂ«",Friedrich Kellner,Wallstein Verlag,,,
1469,0385737866,book,hardcover,Empire of Ruins: The Hunchback Assignments 3,Arthur Slade,Wendy Lamb Books,,,
1470,1623367220,book,hardcover,BodyWise: Discovering Your Body's Intelligence for Lifelong Health and Healing,Rachel Carlton Abrams  M.D.,Rodale Books,,,
1471,0553807625,book,hardcover,True Refuge: Finding Peace and Freedom in Your Own Awakened Heart,Tara Brach,Bantam,,,
1472,0718031822,book,hardcover,For the Love: Fighting for Grace in a World of Impossible Standards,Jen Hatmaker,Thomas Nelson,,,
1473,0857333798,book,hardcover,"Violin Manual: How to assess, buy, set-up and maintain your violin","John Gosling, Marcus Corrie",Haynes Publishing UK,,,
1474,1847175902,book,hardcover,Ulysses: Dublin Illustrated Edition,"James Joyce, Emma Byrne",O'Brien Press,,,
1475,0062082353,book,hardcover,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,"Chris Kyle, Scott McEwen, Jim DeFelice",William Morrow,,,
1476,1442254998,book,hardcover,Marie Antoinette's Darkest Days: Prisoner No. 280 in the Conciergerie,Will Bashor,Rowman & Littlefield Publishers,,,
1477,0857200992,book,hardcover,Giant George: Life with the Biggest Dog in the World. Dave Nasser with Lynne Barrett-Lee,Dave Nasser,Simon & Schuster,,,
1478,1416936254,book,hardcover,The Merchant of Death (Pendragon),D.J. MacHale,Aladdin,,,
1479,0310365309,book,hardcover,The Expositor's Bible Commentary: Ephesians through Philemon,"Frank E. Gaebelein, A. Skevington Wood, Homer A. Kent, Curtis Vaughan, Robert L. Thomas, Ralph H. Ea",Zondervan,,,
1480,0691147124,book,hardcover,Mere Possibilities: Metaphysical Foundations of Modal Semantics (Carl G. Hempel Lecture),Robert Stalnaker,Princeton University Press,,,
1481,1409435210,book,hardcover,"Sister Wives, Surrogates and Sex Workers: Outlaws by Choice? (Gender in Law, Culture, and Society)",Angela Campbell,Routledge,,,
1482,1455548073,book,hardcover,Good Leaders Ask Great Questions: Your Foundation for Successful Leadership,John C. Maxwell,Center Street,,,
1483,0374104395,book,hardcover,The American People: Volume 1: Search for My Heart: A Novel,Larry Kramer,"Farrar, Straus and Giroux",,,
1484,1591843170,book,hardcover,"Purple Cow, New Edition: Transform Your Business by Being Remarkable--Includes new bonus chapter",Seth Godin,Portfolio," The cult classic that revolutionized marketing by teaching businesses that you’re either remarkable or invisible.  Few authors have had the kind of lasting impact and global reach that Seth Godin has had. In a series of now-classic books that have been translated into 36 languages and reached millions of readers around the world, he has taught generations of readers how to make remarkable products and spread powerful ideas. In Purple Cow, first published in 2003 and revised and expanded in 2009, Godin launched a movement to make truly remarkable products that are worth marketing in the first place. Through stories about companies like Starbucks, JetBlue, Krispy Kreme, and Apple, coupled with his signature provocative style, he inspires readers to rethink what their marketing is really saying about their product. In a world that grows noisier by the day, Godin's challenge has never been more relevant to writers, marketers, advertisers, entrepreneurs, makers, product managers, and anyone else who has something to share with the world.",,4.2
1485,0451493192,book,hardcover,The Innocent Have Nothing to Fear: A novel,Stuart Stevens,Knopf,,,
1486,0316549622,book,hardcover,"The Secret Life of the Mind: How Your Brain Thinks, Feels, and Decides",Mariano Sigman,"Little, Brown and Company",,,
1487,0091945151,book,hardcover,I Never Knew That About Royal Britain,Christopher Winn,Ebury Press,,,
1488,0553539477,book,hardcover,How to Hang a Witch,Adriana Mather,Knopf Books for Young Readers,,,
1489,0800728092,book,hardcover,Heart of an Athlete: Daily Devotions for Peak Performance,"Fellowship of Christian Athletes, Matt Stover",Revell," Athletes have a passion for sports that permeates every area of their life. This gives athletes a tremendous platform to influence others. In order to become a complete competitor, athletes must train their body, mind, and spirit. Heart of an Athlete is daily spiritual training for the competitor. Now available in a handsome gift edition, FCA's most successful and best-loved devotional is written specifically for athletes of every level. It goes straight to the issues that matter most to athletes, such as identity, fear, trust, and recognition, encouraging readers to spend consistent and meaningful time in God's Word to help them become true competitors for Christ so they can make an eternal impact.",,4.8
1490,0062659057,book,hardcover,The Child Finder: A Novel,Rene Denfeld,Harper,,,
1491,0439136350,book,hardcover,Harry Potter And The Prisoner Of Azkaban,"J.K. Rowling, Mary GrandPrÃ©",Scholastic,,,
1492,190952638X,book,hardcover,Muhammad Ali: Fighter's Heaven 1974: Photographs by Peter Angelo Simon,"Peter Angelo Simon, D.A. Pennebaker",Reel Art Press,,,
1493,1405239182,book,hardcover,Fireman Sam Annual 2009,,Egmont Books Ltd,,,
1494,1501120042,book,hardcover,Payoff: The Hidden Logic That Shapes Our Motivations (TED Books),Dan Ariely,Simon & Schuster/ TED,,,
1495,1400067820,book,hardcover,Antifragile: Things That Gain from Disorder (Incerto),Nassim Nicholas Taleb,Random House,,,
1496,0804176981,book,hardcover,The Culture Code: The Secrets of Highly Successful Groups,Daniel Coyle,Bantam,,,
1497,0321558235,book,hardcover,Campbell Biology (9th Edition),"Jane B. Reece, Lisa A. Urry, Michael L. Cain, Steven A. Wasserman, Peter V. Minorsky, Robert B. Jack",Benjamin Cummings,,,
1498,0735216355,book,hardcover,Thinking in Bets: Making Smarter Decisions When You Don't Have All the Facts,Annie Duke,Portfolio,,,
1499,0999735217,book,hardcover,The Savior's Champion (The Savior's Series),Jenna Moreci,Jenna Moreci,,,
1500,0521898064,book,hardcover,Analytic Combinatorics,"Philippe Flajolet, Robert Sedgewick",Cambridge University Press,,,
1501,111887370X,book,hardcover,Valuation: Measuring and Managing the Value of Companies (Wiley Finance),"McKinsey & Company Inc., Tim Koller, Marc Goedhart, David Wessels",Wiley,,,
1502,0195368037,book,hardcover,Stripping Gypsy: The Life of Gypsy Rose Lee,Noralee Frankel,Oxford University Press,,,
1503,0714874744,book,hardcover,Japan: The Cookbook,Nancy Singleton Hachisu,Phaidon Press,,,
1504,006212594X,book,hardcover,Monsters Love Colors,Mike Austin,HarperCollins,,,
1505,022658013X,book,hardcover,Do You See Ice?: Inuit and Americans at Home and Away,Karen Routledge,University of Chicago Press,,,
1506,0743294076,book,hardcover,The Moonlit Earth,Christopher Rice,Scribner,,,
1507,039360909X,book,hardcover,Norse Mythology,Neil Gaiman,W. W. Norton & Company,,,
1508,3455502229,book,hardcover,Die Frauen von Block 10,Hans-Joachim Lang,Hoffmann u Campe Vlg GmbH,,,
1509,045147533X,book,hardcover,Blood Vow: Black Dagger Legacy,J.R. Ward,Ballantine Books," NEW YORK TIMES BESTSELLER • J. R. Ward returns with an all-new tale of paranormal passion in the world of the Black Dagger Brotherhood. The Black Dagger Brotherhood continues to train the best of the best to join them in the deadly battle against the Lessening Society. Among the new recruits, Axe proves to be a cunning and vicious fighter—and also a loner isolated because of personal tragedy. When an aristocratic female needs a bodyguard, Axe takes the job, though he’s unprepared for the animal attraction that flares between him and the one he is sworn to protect. For Elise, who lost her first cousin to a grisly murder, Axe’s dangerous appeal is enticing—and possibly a distraction from her grief. But as they delve deeper into her cousin’s death, and their physical connection grows into so much more, Axe fears that the secrets he keeps and his tortured conscience will tear them apart. Rhage, the Brother with the biggest heart, knows all about self-punishing, and he wants to help Axe reach his full potential. But when an unexpected arrival threatens Rhage and Mary’s new family, he finds himself back in the trenches again, fighting against a destiny that will destroy all he holds most dear. As Axe’s past becomes known, and fate seems to be turning against Rhage, both males must reach deep—and pray that love, rather than anger, will be their lantern in the darkness.Praise for Blood Vow“Sharp, sexy, and funny.”—New York Journal of Books“Nonstop action, steamy sexual tension . . . and absorbing characters.”—BookPage   “Packed with quietly gut-wrenching emotions, healing and sacrifice.”—Under the Covers Praise for J. R. Ward’s Black Dagger Brotherhood series “Utterly absorbing.”—Angela Knight “To die for . . . I love this series!”—Suzanne Brockmann",$14.00,4.8
1510,0773415181,book,hardcover,"The Theological Method of Stanley J. Grenz: Constructing Evangelical Theology from Scripture, Tradition, and Culture","Brian S. Harris, Jonathan R. Wilson",Edwin Mellen Pr,,,
1511,1469629569,book,hardcover,"The Power of Objects in Eighteenth-Century British America (Published for the Omohundro Institute of Early American History and Culture, Williamsburg, Virginia)",Jennifer Van Horn,The University of North Carolina Press,,,
1512,0735213186,book,hardcover,The Immortalists,Chloe Benjamin,G.P. Putnam's Sons,,,
1513,1849547327,book,hardcover,How to be a Minister: A 21st-Century Guide,"John Hutton, Leigh Lewis",Biteback Publishing,,,
1514,039917656X,book,hardcover,There Is No F*cking Secret: Letters From a Badass Bitch,Kelly Osbourne,G.P. Putnam's Sons,,,
1515,0988667096,book,hardcover,The Dispatch Box of John H. Watson MD: A Collection of Untold Adentures of Sherlock Holmes,Hugh Ashton,Inknbeans Press LLC,,,
1516,0316407062,book,hardcover,NYPD Red 4,"James Patterson, Marshall Karp","Little, Brown and Company",,,
1517,0141979836,book,hardcover,Charles I: An Abbreviated Life (Penguin Monarchs),Mark Kishlansky,Penguin UK,,,
1518,150112174X,book,hardcover,Sprint: How to Solve Big Problems and Test New Ideas in Just Five Days,"Jake Knapp, John Zeratsky, Braden Kowitz",Simon & Schuster,,,
1519,0262019108,book,hardcover,The Neural Basis of Free Will: Criterial Causation,Peter Ulric Tse,The MIT Press," A neuroscientific perspective on the mind–body problem that focuses on how the brain actually accomplishes mental causation. The issues of mental causation, consciousness, and free will have vexed philosophers since Plato. In this book, Peter Tse examines these unresolved issues from a neuroscientific perspective. In contrast with philosophers who use logic rather than data to argue whether mental causation or consciousness can exist given unproven first assumptions, Tse proposes that we instead listen to what neurons have to say. Tse draws on exciting recent neuroscientific data concerning how informational causation is realized in physical causation at the level of NMDA receptors, synapses, dendrites, neurons, and neuronal circuits. He argues that a particular kind of strong free will and “downward” mental causation are realized in rapid synaptic plasticity. Such informational causation cannot change the physical basis of information realized in the present, but it can change the physical basis of information that may be realized in the immediate future. This gets around the standard argument against free will centered on the impossibility of self-causation. Tse explores the ways that mental causation and qualia might be realized in this kind of neuronal and associated information-processing architecture, and considers the psychological and philosophical implications of having such an architecture realized in our brains.",$30.00,4.8
1520,155455330X,book,hardcover,Glow in the Dark Creatures,Natalie Hyde,Fitzhenry & Whiteside,,,
1521,1618688235,book,hardcover,A Nefarious Plot,Steve Deace,Post Hill Press,,,
1522,0321625927,book,hardcover,Physics: Principles with Applications (7th Edition),Douglas C. Giancoli,Pearson,,,
1523,0756404738,book,hardcover,"The Wise Man's Fear (Kingkiller Chronicles, Day 2)",Patrick Rothfuss,DAW Hardcover,,,
1524,1908211504,book,hardcover,Retrographic: History's Most Exciting Images Transformed into Living Colour,Michael Carroll,Carpet Bombing Culture,,,
1525,0399254056,book,hardcover,I Wanna New Room,"Karen Kaufman Orloff, David Catrow",G.P. Putnam's Sons Books for Young Readers," A hilarious companion to I Wanna Iguana. Ever since their baby sister came along, Alex has been forced to share a room with his little brother, Ethan, and it's a nightmare. Ethan always breaks stuff, snores like a walrus, and sticks crayons up his nose. No hardworking, well-behaved, practically grown-up boy like Alex should have to put up with that!Writing letters to his mom convinced her to let him get his pet iguana, so Alex puts pencil to paper again, this time determined to get his own room. Though all of his powers of persuasion can't get his dad to expand the house, he does come through with a fun alternative to give Alex some space of his own.",$14.47,4.8
1526,006232005X,book,hardcover,The Heist: A Novel (Gabriel Allon),Daniel Silva,Harper,,,
1527,1785036432,book,hardcover,Notes From the Upside Down - Inside the World of Stranger Things: An Unofficial Handbook to the Hit TV Series,Guy Adams,Ebury Press,,,
1528,1492656623,book,hardcover,Furyborn (The Empirium Trilogy),Claire Legrand,Sourcebooks Fire,,,
1529,0465093477,book,hardcover,Designing Reality: How to Survive and Thrive in the Third Digital Revolution,"Neil Gershenfeld, Alan Gershenfeld, Joel Cutcher-Gershenfeld",Basic Books,,,
1530,1772263451,book,hardcover,"The Baby's Handbook: Bilingual (English / French) (Anglais / FranÃ§ais) 21 Black and White Nursery Rhyme Songs, Itsy Bitsy Spider, Old MacDonald, ... Children's Learning Books (French Edition)","Dayna Martin, A.R. Roumanis",Engage Books,,,
1531,0812996496,book,hardcover,A Hero of France: A Novel,Alan Furst,Random House,,,
1532,1250121175,book,hardcover,Wanna Bet?: A Degenerate Gambler's Guide to Living on the Edge,"Artie Lange, Anthony Bozza",St. Martin's Press,,,
1533,007735477X,book,hardcover,"Organic Chemistry, 8th Edition","Francis A. Carey, Robert M. Giuliano",McGraw-Hill,,,
1534,0449814955,book,hardcover,The Cat in the Hat Knows a Lot About Christmas!  (Dr. Seuss/Cat in the Hat) (Big Golden Book),"Tish Rabe, Joe Mathieu",Golden Books,,,
1535,0060279028,book,hardcover,Joy to the World,"Saviour Pirotta, Sheila Moxley",HarperCollins,,,
1536,1101935030,book,hardcover,The Eye of the North,Sinead O'Hart,Knopf Books for Young Readers,,,
1537,076533125X,book,hardcover,The Time Roads,Beth Bernobich,Tor Books,,,
1538,1510722874,book,hardcover,Nest: A Thriller,Terry Goodkind,Skyhorse Publishing,,,
1539,038534936X,book,hardcover,Creative Confidence: Unleashing the Creative Potential Within Us All,"Tom Kelley, David Kelley",Crown Business,,,
1540,1621577767,book,hardcover,Marlon Bundo's Day in the Life of the Vice President,"Charlotte Pence, Karen Pence",Regnery Kids,,,
1541,1133189563,book,hardcover,Business Marketing Management: B2B,"Michael D. Hutt, Thomas W. Speh",Cengage Learning,,,
1542,0316038911,book,hardcover,The Wavering of Haruhi Suzumiya,Nagaru Tanigawa,"Little, Brown Books for Young Readers",,,
1543,0062407473,book,hardcover,Earning It: Hard-Won Lessons from Trailblazing Women at the Top of the Business World,Joann S. Lublin,HarperBusiness,,,
1544,0345812093,book,hardcover,In Praise of Blood,Judi Rever,Random House Canada,,,
1545,1631060015,book,hardcover,The Complete Fiction of H.P. Lovecraft (Knickerbocker Classics),H. P. Lovecraft,Race Point Publishing,,,
1546,1421426919,book,hardcover,Cork Wars: Intrigue and Industry in World War II,David A. Taylor,Johns Hopkins University Press,,,
1547,0684853523,book,hardcover,On Writing:  A Memoir of the Craft,Stephen King,Scribner,,,
1548,1250124719,book,hardcover,The Sun Does Shine: How I Found Life and Freedom on Death Row,"Anthony Ray Hinton, Lara Love Hardin, Bryan Stevenson",St. Martin's Press,,,
1549,0768010799,book,hardcover,Introduction to Engine Valvetrains (Premiere Series Books),Yushu Wang,SAE International,,,
1550,0307591905,book,hardcover,"Big, Easy Style: Creating Rooms You Love to Live In","Bryan Batt, Katy Danos, Kerri McCaffety",Potter Style,,,
1551,1524760730,book,hardcover,The Meaning Revolution: The Power of Transcendent Leadership,"Fred Kofman, Reid Hoffman",Currency,,,
1552,0345511271,book,hardcover,Thrawn (Star Wars),Timothy Zahn,Del Rey,,,
1553,022648663X,book,hardcover,Leo Strauss on Nietzsche's Thus Spoke Zarathustra (The Leo Strauss Transcript Series),"Leo Strauss, Richard L. Velkley",University Of Chicago Press,,,
1554,1433547074,book,hardcover,"Awe: Why It Matters for Everything We Think, Say, and Do",Paul David Tripp,Crossway,,,
1555,0553447084,book,hardcover,Shattered: Inside Hillary Clinton's Doomed Campaign,"Jonathan Allen, Amie Parnes",Crown,,,
1556,1629373265,book,hardcover,"The Plan: Epstein, Maddon, and the Audacious Blueprint for a Cubs Dynasty","David Kaplan, Bud Selig, Anthony Rizzo",Triumph Books,,,
1557,0307465357,book,hardcover,"The 4-Hour Workweek, Expanded and Updated: Expanded and Updated, With Over 100 New Pages of Cutting-Edge Content.",Timothy Ferriss,Crown,,,
1558,0670025550,book,hardcover,The Invisible History of the Human Race: How DNA and History Shape Our Identities and Our Futures,Christine Kenneally,Viking Adult,,,
1559,3446246460,book,hardcover,Regentonnenvariationen,Jan Wagner,Hanser Berlin,,,
1560,0988667045,book,hardcover,The Adventures of Sherlock Ferret,"Hugh Ashton, Andy Boerger",Inknbeans Press LLC,,,
1561,3498064363,book,hardcover,Der goldene Handschuh,Heinz Strunk,Rowohlt Verlag Gmbh,,,
1562,3424201081,book,hardcover,Die MillionÃ¤rsformel,Carsten Maschmeyer,Ariston,,,
1563,071807999X,book,hardcover,The Awakening of H.K. Derryberry: My Unlikely Friendship with the Boy Who Remembers Everything,"Jim Bradford, Andy Hardin",Thomas Nelson," 2017 Audie Winner: Inspirational/Faith-Based Non-Fiction Audiobook and Earphones Award from Audiofile MagazineThe Awakening of HK Derryberry is the inspiring story of how one man was willing to step out of his upper middle-class world into the life of a young, disabled boy with a dismal future. Little did Jim Bradford know the transformational potential of that friendship—for HK and himself.HK Derryberry came into the world with the odds stacked heavily against him. He was taken from his unmarried mother’s womb three months prematurely when she was killed in a car wreck. After ninety-six days of seesawing between life and death, HK’s grandmother took him home.One Saturday morning Jim Bradford, a successful businessman in his mid-fifties, happens into Mrs. Winner’s Chicken and Biscuits and sees a nine-year-old’s head pressed down against a black plastic boom box with a crooked antenna and three strips of silver duct tape stretched across the battery cover. He can’t help but notice the long, white plastic braces on each of the child’s legs. Mr. Bradford learns that HK’s grandmother is forced to bring him to the fast-food restaurant where she works, leaving him to sit alone all day at a small table, with only his boom box for company. On subsequent Saturdays Jim feels drawn back to the restaurant to meet with HK and begins spending every weekend with him.Eventually it becomes apparent that buried beneath HK’s severe disabilities is one spectacular ability. He is diagnosed with Highly Superior Autobiographical Memory (HSAM), which involves superlative powers of recollection that enable him to remember everything that has happened to him since the age of three. Less than one hundred people have been diagnosed with HSAM, but none of them have the physical disabilities of HK Derryberry. ",$11.99,4.8
1564,0199332185,book,hardcover,A New Narrative for Psychology (Explorations in Narrative Psychology),Brian Schiff,Oxford University Press,,,
1565,0062351869,book,hardcover,Tied Up in Knots: How Getting What We Wanted Made Women Miserable,Andrea Tantaros,Broadside Books,,,
1566,1589251431,book,hardcover,Pi-Rat!,Maxine Lee,Tiger Tales,,,
1567,1615992022,book,hardcover,"Pretreatment Guide for Homeless Outreach & Housing First: Helping Couples, Youth, and Unaccompanied Adults","Jay S. Levy, David W. Havens",Loving Healing Press,,,
1568,3866161840,book,hardcover,Das Praxisbuch zum Seelenhaus,"Peter Reiter, Holger Weinbach","Via Nova, Verlag",,,
1569,1118138279,book,hardcover,"The Science of Marketing: When to Tweet, What to Post, How to Blog, and Other Proven Strategies",Dan Zarrella,Wiley,,,
1570,0399254064,book,hardcover,"Have Fun, Molly Lou Melon","Patty Lovell, David Catrow",G.P. Putnam's Sons Books for Young Readers,,,
1571,1484767632,book,hardcover,City of Bastards (Royal Bastards),Andrew Shvarts,Disney-Hyperion,,,
1572,0765376458,book,hardcover,A Darker Shade of Magic: A Novel,Victoria Schwab,Tor Books,,,
1573,006243750X,book,hardcover,Mercury: A Novel,Margot Livesey,Harper,,,
1574,0399184015,book,hardcover,Nighthawk (The NUMA Files),"Clive Cussler, Graham Brown",G.P. Putnam's Sons,,,
1575,1405239166,book,hardcover,Wallace and Gromit Annual 2009,Egmont,Egmont Books Ltd,,,
1576,1786270331,book,hardcover,Hoakes Island: A Fiendish Puzzle Adventure,"Helen Friel, Ian Friel",Laurence King Publishing,,,
1577,3319515160,book,hardcover,Embedded and Real-Time Operating Systems,K.C. Wang,Springer,,,
1578,034550903X,book,hardcover,Star Wars: Maul - Lockdown (Star Wars - Legends),Joe Schreiber,Del Rey,,,
1579,0691175373,book,hardcover,The Language of Global Success: How a Common Tongue Transforms Multinational Organizations,Tsedal Neeley,Princeton University Press,,,
1580,3570172686,book,hardcover,Das dunkle Herz des Waldes,"Naomi Novik, Marianne Schmidt",cbt,,,
1581,3431039316,book,hardcover,LebkuchenkÃ¼sse,Ira Severin,Ehrenwirth Verlag,,,
1582,0997347600,book,hardcover,The Exodus You Almost Passed Over,Rabbi David Fohrman,Aleph Beta Press,,,
1583,0470620749,book,hardcover,Flawless Consulting: A Guide to Getting Your Expertise Used,Peter Block,Pfeiffer,,,
1584,1526712261,book,hardcover,Dickens and Christmas,Lucinda Hawksley,Pen and Sword,,,
1585,3888975948,book,hardcover,"Mit dem schwarzen Hund leben: Wie AngehÃ¶rige und Freunde depressiven Menschen helfen kÃ¶nnen, ohne sich dabei selbst zu verlieren","Matthew Johnstone, Ainsley Johnstone, Sabine MÃ¼ller, Nils Thomas Lindquist",Kunstmann Antje Gmbh,,,
1586,1250149584,book,hardcover,White Stag,Kara Barbieri,Wednesday Books,,,
1587,0132729946,book,hardcover,"Organizational Theory, Design, and Change (7th Edition)",Gareth R. Jones,Pearson,,,
1588,1118539273,book,hardcover,How to Measure Anything: Finding the Value of Intangibles in Business,Douglas W. Hubbard,Wiley,,,
1589,0689867409,book,hardcover,One-Eye! Two-Eyes! Three-Eyes!: A Very Grimm Fairy Tale,"Aaron Shepard, Gary Clement",Atheneum Books for Young Readers,,,
1590,0062224735,book,hardcover,Cruel Beauty,Rosamund Hodge,Balzer + Bray,,,
1591,022630745X,book,hardcover,Fishing Lessons: Artisanal Fisheries and the Future of Our Oceans,Kevin M. Bailey,University of Chicago Press,,,
1592,3834826472,book,hardcover,Valve train: Systems and components (ATZ/MTZ-Fachbuch),Mahle GmbH,Vieweg+Teubner Verlag,,,
1593,1433545993,book,hardcover,Saturate: Being Disciples of Jesus in the Everyday Stuff of Life,Jeff Vanderstelt,Crossway,,,
1594,0547577559,book,hardcover,Cold Sassy Tree / Leaving Cold Sassy,Olive Ann Burns,Houghton Mifflin Harcourt,,,
1595,1612196632,book,hardcover,The Destruction of Hillary Clinton,Susan Bordo,Melville House,,,
1596,1629991791,book,hardcover,The Kindness Effect: Experience the Power of Irrational Giving,Jill Donovan,Charisma House,,,
1597,1771387300,book,hardcover,Keeping the Beat,"Marie Powell, Jeff Norton",Kids Can Press,,,
1598,099820384X,book,hardcover,"Unleash Joy: 30 Days to Clarity, Peace, and Long-Awaited Happiness",Janeen R Brown,Janeen R. Brown,,,
1599,1423646797,book,hardcover,Walden: Life in the Woods,Henry David Thoreau,Gibbs Smith,,,
